"Entrez ID","Gene symbol","Gene name","Cancer Cell","Type of senescence","Senescence Effect","Reference","CellAge_human_symbol","CellAge_effect"
4613,"MYCN","MYCN proto-oncogene, bHLH transcription factor","Yes","Replicative","Inhibits",29022893,"MYCN","Inhibits"
4613,"MYCN","MYCN proto-oncogene, bHLH transcription factor","Yes","Stress-induced","Inhibits",29022893,"MYCN","Inhibits"
4615,"MYD88","MYD88 innate immune signal transduction adaptor","Yes","Stress-induced","Inhibits",25231413,"MYD88","Inhibits"
4638,"MYLK","myosin light chain kinase","Yes","Unclear","Inhibits",23324396,"MYLK","Inhibits"
112939,"NACC1","nucleus accumbens associated 1","Yes","Stress-induced","Inhibits",28599472,"NACC1","Inhibits"
65220,"NADK","NAD kinase","No","Unclear","Induces",26583757,"NADK","Induces"
10135,"NAMPT","nicotinamide phosphoribosyltransferase","No","Replicative","Inhibits",17307730,"NAMPT","Inhibits"
79923,"NANOG","Nanog homeobox","Yes","Replicative","Inhibits",26795560,"NANOG","Inhibits"
4683,"NBN","nibrin","Yes","Stress-induced","Inhibits",24141789,"NBN","Inhibits"
4077,"NBR1","NBR1 autophagy cargo receptor","Yes","Oncogene-induced","Inhibits",30260700,"NBR1","Inhibits"
4077,"NBR1","NBR1 autophagy cargo receptor","Yes","Stress-induced","Inhibits",30260700,"NBR1","Inhibits"
54892,"NCAPG2","non-SMC condensin II complex subunit G2","No","Unclear","Inhibits",25474630,"NCAPG2","Inhibits"
29781,"NCAPH2","non-SMC condensin II complex subunit H2","No","Oncogene-induced","Induces",26017022,"NCAPH2","Induces"
10397,"NDRG1","N-myc downstream regulated 1","Yes","Unclear","Induces",24302615,"NDRG1","Induces"
8509,"NDST2","N-deacetylase and N-sulfotransferase 2","No","Oncogene-induced","Induces",27737960,"NDST2","Induces"
4734,"NEDD4","NEDD4 E3 ubiquitin protein ligase","No","Oncogene-induced","Inhibits",23549616,"NEDD4","Inhibits"
4750,"NEK1","NIMA related kinase 1","Yes","Unclear","Inhibits",23324396,"NEK1","Inhibits"
4751,"NEK2","NIMA related kinase 2","No","Unclear","Inhibits",32264951,"NEK2","Inhibits"
6787,"NEK4","NIMA related kinase 4","No","Replicative","Induces",22851694,"NEK4","Induces"
6787,"NEK4","NIMA related kinase 4","No","Stress-induced","Induces",22851694,"NEK4","Induces"
10783,"NEK6","NIMA related kinase 6","Yes","Unclear","Inhibits",21099361,"NEK6","Inhibits"
91754,"NEK9","NIMA related kinase 9","Yes","Oncogene-induced","Inhibits",29112787,"NEK9","Inhibits"
4763,"NF1","neurofibromin 1","No","Oncogene-induced","Inhibits",25824590,"NF1","Inhibits"
4771,"NF2","neurofibromin 2","No","Oncogene-induced","Induces",18267069,"NF2","Induces"
4780,"NFE2L2","nuclear factor, erythroid 2 like 2","No","Unclear","Inhibits",20068043,"NFE2L2","Inhibits"
4791,"NFKB2","nuclear factor kappa B subunit 2","No","Unclear","Inhibits",25255445,"NFKB2","Inhibits"
4792,"NFKBIA","NFKB inhibitor alpha","Yes","Replicative","Induces",21552325,"NFKBIA","Induces"
4792,"NFKBIA","NFKB inhibitor alpha","Yes","Stress-induced","Induces",21552325,"NFKBIA","Induces"
79840,"NHEJ1","non-homologous end joining factor 1","No","Replicative","Inhibits",28369633,"NHEJ1","Inhibits"
4814,"NINJ1","ninjurin 1","Yes","Unclear","Induces",15464245,"NINJ1","Induces"
81614,"NIPA2","NIPA magnesium transporter 2","No","Unclear","Inhibits",32264951,"NIPA2","Inhibits"
51701,"NLK","nemo like kinase","Yes","Unclear","Inhibits",23144700,"NLK","Inhibits"
79671,"NLRX1","NLR family member X1","Yes","Unclear","Induces",29482578,"NLRX1","Induces"
9221,"NOLC1","nucleolar and coiled-body phosphoprotein 1","No","Unclear","Induces",28493459,"NOLC1","Induces"
4851,"NOTCH1","notch receptor 1","No","Oncogene-induced","Induces",24931169,"NOTCH1","Induces"
4854,"NOTCH3","notch receptor 3","Yes","Stress-induced","Induces",23610446,"NOTCH3","Induces"
27035,"NOX1","NADPH oxidase 1","No","Unclear","Induces",29042481,"NOX1","Induces"
50507,"NOX4","NADPH oxidase 4","No","Oncogene-induced","Induces",20523116,"NOX4","Induces"
50507,"NOX4","NADPH oxidase 4","No","Oncogene-induced","Induces",23216904,"NOX4","Induces"
4869,"NPM1","nucleophosmin 1","Yes","Oncogene-induced","Inhibits",23536448,"NPM1","Inhibits"
1728,"NQO1","NAD(P)H quinone dehydrogenase 1","No","Oncogene-induced","Induces",26078718,"NQO1","Induces"
7376,"NR1H2","nuclear receptor subfamily 1 group H member 2","No","Stress-induced","Inhibits",24398515,"NR1H2","Inhibits"
7101,"NR2E1","nuclear receptor subfamily 2 group E member 1","No","Oncogene-induced","Unclear",25328137,"NR2E1","Unclear"
4893,"NRAS","NRAS proto-oncogene, GTPase","No","Oncogene-induced","Induces",16964246,"NRAS","Induces"
4899,"NRF1","nuclear respiratory factor 1","No","Unclear","Inhibits",30486409,"NRF1","Inhibits"
80023,"NRSN2","neurensin 2","Yes","Unclear","Induces",26055238,"NRSN2","Induces"
54888,"NSUN2","NOP2/Sun RNA methyltransferase 2","No","Replicative","Inhibits",26687548,"NSUN2","Inhibits"
54888,"NSUN2","NOP2/Sun RNA methyltransferase 2","No","Stress-induced","Inhibits",26687548,"NSUN2","Inhibits"
59277,"NTN4","netrin 4","Yes","Stress-induced","Inhibits",24265816,"NTN4","Inhibits"
9891,"NUAK1","NUAK family kinase 1","No","Unclear","Induces",19927127,"NUAK1","Induces"
81788,"NUAK2","NUAK family kinase 2","Yes","Oncogene-induced","Inhibits",21460252,"NUAK2","Inhibits"
11164,"NUDT5","nudix hydrolase 5","No","Oncogene-induced","Inhibits",23581889,"NUDT5","Inhibits"
10204,"NUTF2","nuclear transport factor 2","No","Unclear","Inhibits",29970603,"NUTF2","Inhibits"
4968,"OGG1","8-oxoguanine DNA glycosylase","No","Oncogene-induced","Inhibits",24618719,"OGG1","Inhibits"
8473,"OGT","O-linked N-acetylglucosamine (GlcNAc) transferase","No","Oncogene-induced","Induces",27217568,"OGT","Induces"
4976,"OPA1","OPA1 mitochondrial dynamin like GTPase","Yes","Unclear","Inhibits",17545159,"OPA1","Inhibits"
84876,"ORAI1","ORAI calcium release-activated calcium modulator 1","Yes","Unclear","Induces",26257076,"ORAI1","Induces"
4998,"ORC1","origin recognition complex subunit 1","Yes","Replicative","Inhibits",28216383,"ORC1","Inhibits"
5015,"OTX2","orthodenticle homeobox 2","Yes","Oncogene-induced","Induces",21047732,"OTX2","Induces"
5021,"OXTR","oxytocin receptor","No","Stress-induced","Inhibits",31219803,"OXTR","Inhibits"
9934,"P2RY14","purinergic receptor P2Y14","No","Unclear","Inhibits",28980705,"P2RY14","Inhibits"
64175,"P3H1","prolyl 3-hydroxylase 1","No","Replicative","Inhibits",26206181,"P3H1","Inhibits"
64175,"P3H1","prolyl 3-hydroxylase 1","No","Stress-induced","Inhibits",26206181,"P3H1","Inhibits"
5062,"PAK2","p21 (RAC1) activated kinase 2","No","Oncogene-induced","Induces",31209047,"PAK2","Induces"
10298,"PAK4","p21 (RAC1) activated kinase 4","No","Unclear","Induces",26583757,"PAK4","Induces"
9060,"PAPSS2","3'-phosphoadenosine 5'-phosphosulfate synthase 2","Yes","Unclear","Inhibits",26250908,"PAPSS2","Inhibits"
11315,"PARK7","Parkinsonism associated deglycase","No","Unclear","Inhibits",28600848,"PARK7","Inhibits"
142,"PARP1","poly(ADP-ribose) polymerase 1","Yes","Unclear","Inhibits",29590171,"PARP1","Inhibits"
23598,"PATZ1","POZ/BTB and AT hook containing zinc finger 1","No","Unclear","Inhibits",22052190,"PATZ1","Inhibits"
7849,"PAX8","paired box 8","Yes","Replicative","Inhibits",21602887,"PAX8","Inhibits"
55193,"PBRM1","polybromo 1","No","Replicative","Induces",26992241,"PBRM1","Induces"
7703,"PCGF2","polycomb group ring finger 2","No","Unclear","Induces",17151361,"PCGF2","Induces"
11235,"PDCD10","programmed cell death 10","No","Replicative","Induces",25655101,"PDCD10","Induces"
11235,"PDCD10","programmed cell death 10","No","Oncogene-induced","Induces",25655101,"PDCD10","Induces"
22984,"PDCD11","programmed cell death 11","Yes","Replicative","Inhibits",25732822,"PDCD11","Inhibits"
22984,"PDCD11","programmed cell death 11","Yes","Oncogene-induced","Inhibits",25732822,"PDCD11","Inhibits"
27250,"PDCD4","programmed cell death 4","Yes","Replicative","Inhibits",30687637,"PDCD4","Inhibits"
5155,"PDGFB","platelet derived growth factor subunit B","No","Oncogene-induced","Induces",23934686,"PDGFB","Induces"
149420,"PDIK1L","PDLIM1 interacting kinase 1 like","No","Unclear","Induces",26583757,"PDIK1L","Induces"
5170,"PDPK1","3-phosphoinositide dependent protein kinase 1","No","Unclear","Induces",26583757,"PDPK1","Induces"
23037,"PDZD2","PDZ domain containing 2","Yes","Unclear","Induces",18639375,"PDZD2","Induces"
8682,"PEA15","proliferation and apoptosis adaptor protein 15","Yes","Replicative","Induces",18267069,"PEA15","Induces"
8682,"PEA15","proliferation and apoptosis adaptor protein 15","Yes","Oncogene-induced","Induces",18267069,"PEA15","Induces"
5037,"PEBP1","phosphatidylethanolamine binding protein 1","Yes","Stress-induced","Induces",23814485,"PEBP1","Induces"
27043,"PELP1","proline, glutamate and leucine rich protein 1","Yes","Oncogene-induced","Inhibits",24967003,"PELP1","Inhibits"
23481,"PES1","pescadillo ribosomal biogenesis factor 1","Yes","Replicative","Inhibits",25732822,"PES1","Inhibits"
23481,"PES1","pescadillo ribosomal biogenesis factor 1","Yes","Oncogene-induced","Inhibits",25732822,"PES1","Inhibits"
5824,"PEX19","peroxisomal biogenesis factor 19","Yes","Stress-induced","Induces",17389721,"PEX19","Induces"
5241,"PGR","progesterone receptor","Yes","Stress-induced","Induces",23574718,"PGR","Induces"
5245,"PHB","prohibitin","Yes","Unclear","Induces",16705168,"PHB","Induces"
11331,"PHB2","prohibitin 2","No","Unclear","Inhibits",29307834,"PHB2","Inhibits"
26227,"PHGDH","phosphoglycerate dehydrogenase","Yes","Unclear","Inhibits",30250195,"PHGDH","Inhibits"
5298,"PI4KB","phosphatidylinositol 4-kinase beta","No","Oncogene-induced","Induces",29420297,"PI4KB","Induces"
5286,"PIK3C2A","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha","Yes","Unclear","Unclear",23324396,"PIK3C2A","Unclear"
5290,"PIK3CA","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha","No","Oncogene-induced","Unclear",21909130,"PIK3CA","Unclear"
23533,"PIK3R5","phosphoinositide-3-kinase regulatory subunit 5","No","Unclear","Induces",26583757,"PIK3R5","Induces"
5292,"PIM1","Pim-1 proto-oncogene, serine/threonine kinase","No","Replicative","Induces",25040935,"PIM1","Induces"
5292,"PIM1","Pim-1 proto-oncogene, serine/threonine kinase","No","Oncogene-induced","Induces",25040935,"PIM1","Induces"
5300,"PIN1","peptidylprolyl cis/trans isomerase, NIMA-interacting 1","No","Replicative","Induces",28986099,"PIN1","Induces"
65018,"PINK1","PTEN induced kinase 1","No","Stress-induced","Inhibits",29890141,"PINK1","Inhibits"
54984,"PINX1","PIN2 (TERF1) interacting telomerase inhibitor 1","Yes","Replicative","Induces",24839934,"PINX1","Induces"
8544,"PIR","pirin","Yes","Oncogene-induced","Inhibits",21514450,"PIR","Inhibits"
8544,"PIR","pirin","Yes","Stress-induced","Inhibits",21514450,"PIR","Inhibits"
5307,"PITX1","paired like homeodomain 1","Yes","Replicative","Induces",31404068,"PITX1","Induces"
5320,"PLA2G2A","phospholipase A2 group IIA","No","Replicative","Induces",19197340,"PLA2G2A","Induces"
22925,"PLA2R1","phospholipase A2 receptor 1","No","Replicative","Induces",19197340,"PLA2R1","Induces"
22925,"PLA2R1","phospholipase A2 receptor 1","No","Stress-induced","Induces",19197340,"PLA2R1","Induces"
5338,"PLD2","phospholipase D2","Yes","Unclear","Inhibits",25064843,"PLD2","Inhibits"
5347,"PLK1","polo like kinase 1","No","Replicative","Inhibits",23525475,"PLK1","Inhibits"
5371,"PML","PML nuclear body scaffold","No","Oncogene-induced","Induces",10910364,"PML","Induces"
10654,"PMVK","phosphomevalonate kinase","No","Unclear","Induces",26583757,"PMVK","Induces"
87178,"PNPT1","polyribonucleotide nucleotidyltransferase 1","Yes","Replicative","Induces",12721301,"PNPT1","Induces"
5444,"PON1","paraoxonase 1","No","Unclear","Inhibits",22897574,"PON1","Inhibits"
25913,"POT1","protection of telomeres 1","No","Replicative","Inhibits",15657433,"POT1","Inhibits"
5453,"POU3F1","POU class 3 homeobox 1","Yes","Stress-induced","Induces",31212703,"POU3F1","Induces"
5460,"POU5F1","POU class 5 homeobox 1","No","Oncogene-induced","Induces",22746537,"POU5F1","Induces"
5468,"PPARG","peroxisome proliferator activated receptor gamma","No","Replicative","Induces",18544633,"PPARG","Induces"
10891,"PPARGC1A","PPARG coactivator 1 alpha","Yes","Stress-induced","Inhibits",26244551,"PPARGC1A","Inhibits"
5479,"PPIB","peptidylprolyl isomerase B","Yes","Oncogene-induced","Inhibits",24272483,"PPIB","Inhibits"
5495,"PPM1B","protein phosphatase, Mg2+/Mn2+ dependent 1B","No","Unclear","Inhibits",24674756,"PPM1B","Inhibits"
8493,"PPM1D","protein phosphatase, Mg2+/Mn2+ dependent 1D","No","Unclear","Inhibits",19544416,"PPM1D","Inhibits"
23368,"PPP1R13B","protein phosphatase 1 regulatory subunit 13B","Yes","Stress-induced","Inhibits",22068052,"PPP1R13B","Inhibits"
5518,"PPP2R1A","protein phosphatase 2 scaffold subunit Aalpha","Yes","Oncogene-induced","Induces",30021885,"PPP2R1A","Induces"
5525,"PPP2R5A","protein phosphatase 2 regulatory subunit B'alpha","Yes","Oncogene-induced","Induces",21822300,"PPP2R5A","Induces"
5563,"PRKAA2","protein kinase AMP-activated catalytic subunit alpha 2","No","Stress-induced","Inhibits",26890602,"PRKAA2","Inhibits"
5580,"PRKCD","protein kinase C delta","No","Replicative","Induces",19279193,"PRKCD","Induces"
5583,"PRKCH","protein kinase C eta","Yes","Stress-induced","Induces",25412309,"PRKCH","Induces"
5587,"PRKD1","protein kinase D1","No","Oncogene-induced","Induces",24828530,"PRKD1","Induces"
25865,"PRKD2","protein kinase D2","Yes","Oncogene-induced","Inhibits",24463355,"PRKD2","Inhibits"
5591,"PRKDC","protein kinase, DNA-activated, catalytic subunit","Yes","Stress-induced","Inhibits",22009179,"PRKDC","Inhibits"
5071,"PRKN","parkin RBR E3 ubiquitin protein ligase","No","Stress-induced","Inhibits",25714760,"PRKN","Inhibits"
3276,"PRMT1","protein arginine methyltransferase 1","Yes","Unclear","Inhibits",30741995,"PRMT1","Inhibits"
55170,"PRMT6","protein arginine methyltransferase 6","Yes","Unclear","Inhibits",22987071,"PRMT6","Inhibits"
5625,"PRODH","proline dehydrogenase 1","Yes","Unclear","Induces",27545311,"PRODH","Induces"
5629,"PROX1","prospero homeobox 1","Yes","Replicative","Induces",23291986,"PROX1","Induces"
27339,"PRPF19","pre-mRNA processing factor 19","No","Replicative","Inhibits",16388800,"PRPF19","Inhibits"
5683,"PSMA2","proteasome 20S subunit alpha 2","Yes","Oncogene-induced","Inhibits",28806777,"PSMA2","Inhibits"
5686,"PSMA5","proteasome 20S subunit alpha 5","Yes","Oncogene-induced","Inhibits",28806777,"PSMA5","Inhibits"
5689,"PSMB1","proteasome 20S subunit beta 1","Yes","Oncogene-induced","Inhibits",28806777,"PSMB1","Inhibits"
5693,"PSMB5","proteasome 20S subunit beta 5","No","Replicative","Inhibits",24393841,"PSMB5","Inhibits"
10213,"PSMD14","proteasome 26S subunit, non-ATPase 14","Yes","Unclear","Inhibits",19732767,"PSMD14","Inhibits"
5728,"PTEN","phosphatase and tensin homolog","Yes","Unclear","Inhibits",30337688,"PTEN","Inhibits"
5743,"PTGS2","prostaglandin-endoperoxide synthase 2","No","Replicative","Induces",28803844,"PTGS2","Induces"
5743,"PTGS2","prostaglandin-endoperoxide synthase 2","No","Stress-induced","Induces",28803844,"PTGS2","Induces"
5747,"PTK2","protein tyrosine kinase 2","Yes","Unclear","Inhibits",30761269,"PTK2","Inhibits"
5770,"PTPN1","protein tyrosine phosphatase non-receptor type 1","No","Oncogene-induced","Unclear",25175024,"PTPN1","Unclear"
5777,"PTPN6","protein tyrosine phosphatase non-receptor type 6","Yes","Unclear","Inhibits",26215037,"PTPN6","Inhibits"
9232,"PTTG1","PTTG1 regulator of sister chromatid separation, securin","No","Unclear","Induces",20452981,"PTTG1","Induces"
5814,"PURB","purine rich element binding protein B","Yes","Stress-induced","Induces",24379680,"PURB","Induces"
5836,"PYGL","glycogen phosphorylase L","Yes","Unclear","Inhibits",23177934,"PYGL","Inhibits"
29127,"RACGAP1","Rac GTPase activating protein 1","Yes","Oncogene-induced","Inhibits",27216196,"RACGAP1","Inhibits"
10399,"RACK1","receptor for activated C kinase 1","Yes","Unclear","Inhibits",29048616,"RACK1","Inhibits"
5885,"RAD21","RAD21 cohesin complex component","No","Unclear","Inhibits",26529363,"RAD21","Inhibits"
5887,"RAD23B","RAD23 homolog B, nucleotide excision repair protein","No","Unclear","Inhibits",24823364,"RAD23B","Inhibits"
5889,"RAD51C","RAD51 paralog C","No","Stress-induced","Inhibits",26820992,"RAD51C","Inhibits"
5894,"RAF1","Raf-1 proto-oncogene, serine/threonine kinase","No","Oncogene-induced","Induces",9765202,"RAF1","Induces"
5901,"RAN","RAN, member RAS oncogene family","No","Unclear","Inhibits",23160023,"RAN","Inhibits"
10048,"RANBP9","RAN binding protein 9","Yes","Stress-induced","Inhibits",26943034,"RANBP9","Inhibits"
5909,"RAP1GAP","RAP1 GTPase activating protein","No","Oncogene-induced","Induces",18267069,"RAP1GAP","Induces"
11069,"RAPGEF4","Rap guanine nucleotide exchange factor 4","No","Unclear","Inhibits",24169561,"RAPGEF4","Inhibits"
5915,"RARB","retinoic acid receptor beta","No","Oncogene-induced","Induces",7737367,"RARB","Induces"
11186,"RASSF1","Ras association domain family member 1","Yes","Replicative","Induces",19223555,"RASSF1","Induces"
11186,"RASSF1","Ras association domain family member 1","Yes","Oncogene-induced","Induces",19223555,"RASSF1","Induces"
83937,"RASSF4","Ras association domain family member 4","Yes","Oncogene-induced","Inhibits",24334454,"RASSF4","Inhibits"
83593,"RASSF5","Ras association domain family member 5","Yes","Oncogene-induced","Induces",25778922,"RASSF5","Induces"
5925,"RB1","RB transcriptional corepressor 1","No","Stress-induced","Induces",24231354,"RB1","Induces"
5928,"RBBP4","RB binding protein 4, chromatin remodeling factor","No","Unclear","Inhibits",26491019,"RBBP4","Inhibits"
5933,"RBL1","RB transcriptional corepressor like 1","Yes","Stress-induced","Induces",18418057,"RBL1","Induces"
5934,"RBL2","RB transcriptional corepressor like 2","Yes","Replicative","Induces",19648966,"RBL2","Induces"
55544,"RBM38","RNA binding motif protein 38","Yes","Unclear","Induces",30176896,"RBM38","Induces"
9584,"RBM39","RNA binding motif protein 39","No","Oncogene-induced","Inhibits",24876127,"RBM39","Inhibits"
5947,"RBP1","retinol binding protein 1","Yes","Oncogene-induced","Induces",16479010,"RBP1","Induces"
5948,"RBP2","retinol binding protein 2","Yes","Unclear","Inhibits",19850045,"RBP2","Inhibits"
3516,"RBPJ","recombination signal binding protein for immunoglobulin kappa J region","No","Oncogene-induced","Induces",24931169,"RBPJ","Induces"
9978,"RBX1","ring-box 1","Yes","Unclear","Inhibits",19509229,"RBX1","Inhibits"
1104,"RCC1","regulator of chromosome condensation 1","Yes","Stress-induced","Inhibits",26864624,"RCC1","Inhibits"
8434,"RECK","reversion inducing cysteine rich protein with kazal motifs","No","Unclear","Inhibits",20407016,"RECK","Inhibits"
9401,"RECQL4","RecQ like helicase 4","Yes","Unclear","Inhibits",29229926,"RECQL4","Inhibits"
5970,"RELA","RELA proto-oncogene, NF-kB subunit","Yes","Stress-induced","Induces",21552325,"RELA","Induces"
5971,"RELB","RELB proto-oncogene, NF-kB subunit","Yes","Stress-induced","Induces",21552325,"RELB","Induces"
387,"RHOA","ras homolog family member A","No","Oncogene-induced","Inhibits",19147561,"RHOA","Inhibits"
10535,"RNASEH2A","ribonuclease H2 subunit A","Yes","Stress-induced","Inhibits",30532030,"RNASEH2A","Inhibits"
79621,"RNASEH2B","ribonuclease H2 subunit B","Yes","Stress-induced","Inhibits",30532030,"RNASEH2B","Inhibits"
6041,"RNASEL","ribonuclease L","No","Replicative","Induces",17130839,"RNASEL","Induces"
140823,"ROMO1","reactive oxygen species modulator 1","No","Replicative","Induces",18836179,"ROMO1","Induces"
6135,"RPL11","ribosomal protein L11","Yes","Replicative","Induces",20221446,"RPL11","Induces"
6135,"RPL11","ribosomal protein L11","Yes","Stress-induced","Induces",20221446,"RPL11","Induces"
6208,"RPS14","ribosomal protein S14","Yes","Oncogene-induced","Induces",29941930,"RPS14","Induces"
6198,"RPS6KB1","ribosomal protein S6 kinase B1","No","Unclear","Induces",22928666,"RPS6KB1","Induces"
6198,"RPS6KB1","ribosomal protein S6 kinase B1","No","Unclear","Induces",21544240,"RPS6KB1","Induces"
6203,"RPS9","ribosomal protein S9","Yes","Unclear","Inhibits",20221446,"RPS9","Inhibits"
57521,"RPTOR","regulatory associated protein of MTOR complex 1","No","Unclear","Induces",28888905,"RPTOR","Induces"
6236,"RRAD","RRAD, Ras related glycolysis inhibitor and calcium channel regulator","Yes","Replicative","Inhibits",20460530,"RRAD","Inhibits"
6236,"RRAD","RRAD, Ras related glycolysis inhibitor and calcium channel regulator","Yes","Stress-induced","Inhibits",20460530,"RRAD","Inhibits"
22800,"RRAS2","RAS related 2","No","Unclear","Inhibits",29440281,"RRAS2","Inhibits"
6240,"RRM1","ribonucleotide reductase catalytic subunit M1","Yes","Oncogene-induced","Inhibits",28806777,"RRM1","Inhibits"
6241,"RRM2","ribonucleotide reductase regulatory subunit M2","Yes","Oncogene-induced","Inhibits",23249808,"RRM2","Inhibits"
50484,"RRM2B","ribonucleotide reductase regulatory TP53 inducible subunit M2B","No","Unclear","Inhibits",23139867,"RRM2B","Inhibits"
23378,"RRP8","ribosomal RNA processing 8","Yes","Stress-induced","Induces",26505814,"RRP8","Induces"
57142,"RTN4","reticulon 4","Yes","Unclear","Induces",30480803,"RTN4","Induces"
861,"RUNX1","RUNX family transcription factor 1","No","Unclear","Induces",19448675,"RUNX1","Induces"
10856,"RUVBL2","RuvB like AAA ATPase 2","Yes","Replicative","Inhibits",22341977,"RUVBL2","Inhibits"
6277,"S100A6","S100 calcium binding protein A6","No","Unclear","Inhibits",23095053,"S100A6","Inhibits"
6299,"SALL1","spalt like transcription factor 1","Yes","Oncogene-induced","Induces",29625565,"SALL1","Induces"
25939,"SAMHD1","SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1","Yes","Replicative","Inhibits",24445253,"SAMHD1","Inhibits"
112483,"SAT2","spermidine/spermine N1-acetyltransferase family member 2","No","Unclear","Inhibits",26611489,"SAT2","Inhibits"
6382,"SDC1","syndecan 1","Yes","Unclear","Inhibits",25462564,"SDC1","Inhibits"
8991,"SELENBP1","selenium binding protein 1","Yes","Stress-induced","Induces",20332323,"SELENBP1","Induces"
280636,"SELENOH","selenoprotein H","No","Stress-induced","Inhibits",25336634,"SELENOH","Inhibits"
29843,"SENP1","SUMO specific peptidase 1","No","Unclear","Inhibits",18616636,"SENP1","Inhibits"
57337,"SENP7","SUMO specific peptidase 7","No","Unclear","Inhibits",18616636,"SENP7","Inhibits"
5055,"SERPINB2","serpin family B member 2","No","Unclear","Induces",28794016,"SERPINB2","Induces"
5054,"SERPINE1","serpin family E member 1","No","Replicative","Induces",16862142,"SERPINE1","Induces"
9739,"SETD1A","SET domain containing 1A, histone lysine methyltransferase","Yes","Unclear","Inhibits",31253781,"SETD1A","Inhibits"
2810,"SFN","stratifin","Yes","Oncogene-induced","Induces",19642975,"SFN","Induces"
6422,"SFRP1","secreted frizzled related protein 1","No","Stress-induced","Induces",22927647,"SFRP1","Induces"
6446,"SGK1","serum/glucocorticoid regulated kinase 1","No","Replicative","Inhibits",26230157,"SGK1","Inhibits"
6477,"SIAH1","siah E3 ubiquitin protein ligase 1","No","Replicative","Induces",21057505,"SIAH1","Induces"
150094,"SIK1","salt inducible kinase 1","No","Unclear","Induces",26583757,"SIK1","Induces"
23309,"SIN3B","SIN3 transcription regulator family member B","No","Unclear","Induces",19654306,"SIN3B","Induces"
23411,"SIRT1","sirtuin 1","No","Unclear","Inhibits",18320031,"SIRT1","Inhibits"
22933,"SIRT2","sirtuin 2","No","Unclear","Inhibits",25924011,"SIRT2","Inhibits"
23410,"SIRT3","sirtuin 3","No","Stress-induced","Inhibits",23494737,"SIRT3","Inhibits"
51548,"SIRT6","sirtuin 6","No","Replicative","Inhibits",25819580,"SIRT6","Inhibits"
51547,"SIRT7","sirtuin 7","Yes","Stress-induced","Inhibits",24885964,"SIRT7","Inhibits"
6495,"SIX1","SIX homeobox 1","No","Oncogene-induced","Inhibits",26500063,"SIX1","Inhibits"
4990,"SIX6","SIX homeobox 6","No","Unclear","Unclear",26365380,"SIX6","Unclear"
6502,"SKP2","S-phase kinase associated protein 2","Yes","Oncogene-induced","Inhibits",20237562,"SKP2","Inhibits"
64849,"SLC13A3","solute carrier family 13 member 3","No","Stress-induced","Induces",25384549,"SLC13A3","Induces"
9194,"SLC16A7","solute carrier family 16 member 7","Yes","Unclear","Inhibits",22964484,"SLC16A7","Inhibits"
292,"SLC25A5","solute carrier family 25 member 5","Yes","Stress-induced","Inhibits",25220407,"SLC25A5","Inhibits"
1318,"SLC31A2","solute carrier family 31 member 2","No","Oncogene-induced","Induces",27737960,"SLC31A2","Induces"
55065,"SLC52A1","solute carrier family 52 member 1","Yes","Stress-induced","Inhibits",27545311,"SLC52A1","Inhibits"
6524,"SLC5A2","solute carrier family 5 member 2","No","Stress-induced","Induces",24996978,"SLC5A2","Induces"
4086,"SMAD1","SMAD family member 1","Yes","Oncogene-induced","Induces",21050181,"SMAD1","Induces"
4087,"SMAD2","SMAD family member 2","Yes","Unclear","Inhibits",30971692,"SMAD2","Inhibits"
4088,"SMAD3","SMAD family member 3","No","Stress-induced","Induces",27892764,"SMAD3","Induces"
4090,"SMAD5","SMAD family member 5","Yes","Oncogene-induced","Induces",21050181,"SMAD5","Induces"
4091,"SMAD6","SMAD family member 6","Yes","Replicative","Inhibits",19269967,"SMAD6","Inhibits"
4091,"SMAD6","SMAD family member 6","Yes","Stress-induced","Inhibits",19269967,"SMAD6","Inhibits"
6595,"SMARCA2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2","Yes","Unclear","Inhibits",23872584,"SMARCA2","Inhibits"
6597,"SMARCA4","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4","No","Replicative","Inhibits",20697355,"SMARCA4","Inhibits"
6598,"SMARCB1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1","Yes","Unclear","Induces",14604992,"SMARCB1","Induces"
6602,"SMARCD1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1","Yes","Unclear","Inhibits",28868154,"SMARCD1","Inhibits"
8243,"SMC1A","structural maintenance of chromosomes 1A","No","Unclear","Inhibits",27731420,"SMC1A","Inhibits"
10592,"SMC2","structural maintenance of chromosomes 2","No","Unclear","Inhibits",25474630,"SMC2","Inhibits"
23049,"SMG1","SMG1 nonsense mediated mRNA decay associated PI3K related kinase","Yes","Unclear","Inhibits",23324396,"SMG1","Inhibits"
64750,"SMURF2","SMAD specific E3 ubiquitin protein ligase 2","No","Replicative","Induces",15574587,"SMURF2","Induces"
6615,"SNAI1","snail family transcriptional repressor 1","Yes","Unclear","Inhibits",20397042,"SNAI1","Inhibits"
