"st_gene_id","ENTREZID","SYMBOL"
"G10090_13264","102633782","Gm31526"
"G10090_21294","102633783","LOC102633783"
"G10090_17141","102633791","Gm31532"
"G10090_25419","102633951","Gm31649"
"G10090_28331","102633986","Gm31679"
"G10090_24824","102634030","Gm31714"
"G10090_5195","102634072","Gm38457"
"G10090_912","102634078","LOC102634078"
"G10090_7927","102634132","B230208B08Rik"
"G10090_8699","102634280","Gm48908"
"G10090_2433","102634296","Gm4779"
"G10090_30558","102634333","1110002E22Rik"
"G10090_16505","102634429","Gm6569"
"G10090_31907","102634499","Zfp1000"
"G10090_22693","102634529","LOC102634529"
"G10090_18070","102634532","Gm3642"
"G10090_27027","102634581",""
"G10090_3644","102634611","Gm32151"
"G10090_30140","102634630","Gm32168"
"G10090_24124","102634681","Gm32211"
"G10090_11279","102634715","Gm32234"
"G10090_27420","102634727","Gm29485"
"G10090_15610","102634746","Gm13201"
"G10090_8461","102634788","Gm32289"
"G10090_19427","102634841","Gm38469"
"G10090_29669","102634852","Gm11232"
"G10090_8596","102634941","Tuba5-ps"
"G10090_897","102634987","Gm32436"
"G10090_30260","102635091","Gm32514"
"G10090_19410","102635181","Gm32584"
"G10090_7195","102635216","Gm32611"
"G10090_2389","102635315","Gm32687"
"G10090_30519","102635360","Gm32719"
"G10090_24445","102635385","Gm32742"
"G10090_22835","102635420","Gm32766"
"G10090_8209","102635496","Malrd1"
"G10090_20299","102635552","Gm32856"
"G10090_21938","102635566","Spata31h2"
"G10090_26417","102635595","Gm32886"
"G10090_30547","102635661","Gm5915"
"G10090_18056","102635694","Gm32966"
"G10090_7488","102635699","Gm32970"
"G10090_1338","102635707","2600014E21Rik"
"G10090_4783","102635744","Lrrc78"
"G10090_12713","102635781","Idi1-ps1"
"G10090_6540","102635802","Gm33049"
"G10090_10993","102635879","4933407O12Rik"
"G10090_15730","102635944","Gm33153"
"G10090_20051","102635990","Spata31h1"
"G10090_11999","102636082","Ccdc168"
"G10090_21711","102636131","Gm13067"
"G10090_6792","102636251","Gm33370"
"G10090_31494","102636264","Gm33378"
"G10090_2696","102636554",""
"G10090_17006","102636566","Gm21062"
"G10090_33448","102636690","Gm33691"
"G10090_17467","102636701","Gm33700"
"G10090_2108","102636907","Gm4275"
"G10090_22085","102636931","Gm33869"
"G10090_29781","102637012","LOC102637012"
"G10090_28900","102637020","Gm33933"
"G10090_13824","102637087","Gm33989"
"G10090_1478","102637099",""
"G10090_16399","102637130","Gm21241"
"G10090_29779","102637189","Gm34066"
"G10090_28844","102637269","Sec61g-ps2"
"G10090_4366","102637366","Krbox5"
"G10090_22366","102637400","Gm34220"
"G10090_20258","102637485","Gm34280"
"G10090_29992","102637507","Gm34298"
"G10090_19288","102637534","Gm13754"
"G10090_935","102637572","Gm38499"
"G10090_19750","102637593","Gm34362"
"G10090_8084","102637705","Ly6l"
"G10090_1869","102637782","Gm34507"
"G10090_31645","102637800","Gm34521"
"G10090_11636","102637806","LOC102637806"
"G10090_14572","102637808","Gm21976"
"G10090_2954","102637839","Gm10476"
"G10090_4586","102637912","Mark1-ps2"
"G10090_10714","102637947","Gm13035"
"G10090_19536","102637973","B3galt9"
"G10090_8252","102638047","LOC102638047"
"G10090_3860","102638083","Ccdc188"
"G10090_22991","102638085","Spata31h-ps1"
"G10090_23048","102638132","Gm34768"
"G10090_26552","102638183","Gm13092"
"G10090_24959","102638251","Gm12536"
"G10090_2093","102638268","Spata31d1e"
"G10090_14529","102638435",""
"G10090_5046","102638514","Tex51"
"G10090_23618","102638515","Gm10725"
"G10090_16593","102638541","Gm35078"
"G10090_6686","102638546","Gm35083"
"G10090_19445","102638555","Gm38510"
"G10090_19814","102638674","Gm14428"
"G10090_28418","102638837","Tle7"
"G10090_13149","102638847","Gm35315"
"G10090_4204","102638882","Wdr97"
"G10090_25120","102638888","Gm20346"
"G10090_6004","102638890","Gm15270"
"G10090_25017","102638918","Gm35364"
"G10090_7023","102639021","Gm3993"
"G10090_14788","102639037",""
"G10090_7402","102639054",""
"G10090_32956","102639105","Gm35498"
"G10090_15503","102639132","Ankrd40cl"
"G10090_25175","102639178","Gm35549"
"G10090_15958","102639229","Gm35588"
"G10090_20521","102639239","Gm35595"
"G10090_29905","102639437","Gm35751"
"G10090_33425","102639505","Zfp969"
"G10090_19229","102639543","Ifi206"
"G10090_16940","102639598","Gm14296"
"G10090_9033","102639650","Vamp9"
"G10090_22524","102639653","Gm2007"
"G10090_5070","102639700","Gm21297"
"G10090_13537","102639702","Gm35953"
"G10090_9058","102639802","Btnl12"
"G10090_18521","102639822","Gm36044"
"G10090_18649","102639847",""
"G10090_24932","102639868","Anxa2r2"
"G10090_4625","102639870","Gm38523"
"G10090_20327","102640024","Gm5552"
"G10090_31297","102640043","Gm36210"
"G10090_29465","102640171","Gm38525"
"G10090_11424","102640263","Gm36375"
"G10090_4744","102640268","Gm2956"
"G10090_29447","102640376","Gm36448"
"G10090_4089","102640399",""
"G10090_8622","102640444","Gm36504"
"G10090_9424","102640476","Gm36527"
"G10090_30637","102640527","Gm36566"
"G10090_16088","102640586","Gm11515"
"G10090_30836","102640594","Cdhr17"
"G10090_6105","102640658","Gm36672"
"G10090_27960","102640673","Gm5165"
"G10090_32281","102640682","Gm36694"
"G10090_22874","102640710","Gm36712"
"G10090_12522","102640806","Gm36787"
"G10090_27699","102640809","Gm36789"
"G10090_14140","102640827","Gm36803"
"G10090_26630","102640833","Gm36807"
"G10090_157","102640839","Gm12963"
"G10090_6359","102640913","Gm36864"
"G10090_719","102640920","Pvrig"
"G10090_20841","102641028",""
"G10090_28914","102641031",""
"G10090_22523","102641068","Gm38529"
"G10090_9491","102641463","Gm17175"
"G10090_5928","102641467","Gm20684"
"G10090_15755","102642160","Gm22496"
"G10090_4046","102642386","Gm6871"
"G10090_14310","102643076","Percc1"
"G10090_2639","102643210","Gm38664"
"G10090_13331","102644","Oaf"
"G10090_4403","102657","Cd276"
"G10090_26300","102680","Slc6a20a"
"G10090_3330","102693","Phldb1"
"G10090_5003","102747","Lrrc49"
"G10090_7827","102774","Bbs4"
"G10090_2402","102791","Tcta"
"G10090_9048","102857","Slc6a8"
"G10090_10376","102866","Pls3"
"G10090_28970","102871","Radx"
"G10090_27855","102902673","Gm21992"
"G10090_15797","102920","Cenpi"
"G10090_19351","102954","Nudt10"
"G10090_18528","103080","Septin10"
"G10090_19673","103098","Slc6a15"
"G10090_4174","103135","Pan2"
"G10090_25308","103136","Pwp1"
"G10090_17092","103140","Gstt3"
"G10090_15152","103142","Rdh9"
"G10090_29153","103149","Upb1"
"G10090_14110","103161","Apof"
"G10090_24034","103172","Chchd10"
"G10090_32945","103199","Fig4"
"G10090_23486","103213","Traf3ip2"
"G10090_4098","103220","Ttc41"
"G10090_164","103236","Csnk1g2"
"G10090_33388","103266","Tmem263"
"G10090_22176","103268","Cep57l1"
"G10090_29161","103284","Zc3h10"
"G10090_3561","103406","Zfr2"
"G10090_24887","103425","Ncln"
"G10090_28392","103466","Nt5dc3"
"G10090_24714","103468","Nup107"
"G10090_19992","103511","Calhm5"
"G10090_2958","103534","Mgat4b"
"G10090_3315","103537","Mbtd1"
"G10090_10903","103551","Epop"
"G10090_24073","103554","Psme4"
"G10090_12995","103573","Xpo1"
"G10090_4105","103583","Fbxw11"
"G10090_24331","103611158","Gm38666"
"G10090_9197","103655","Sec14l4"
"G10090_20415","103677","Smg6"
"G10090_27982","103694","Tmed4"
"G10090_20210","103710","Slc35e4"
"G10090_27730","103711","Pnpo"
"G10090_24800","103712","6330403K07Rik"
"G10090_6672","103724","Tbc1d10a"
"G10090_14448","103733","Tubg1"
"G10090_5623","103737","Pex12"
"G10090_18564","103742","Mien1"
"G10090_21301","103743","Tmem98"
"G10090_14586","103765","Tmem17"
"G10090_14498","103768","Tubg2"
"G10090_14023","103775","Slc25a41"
"G10090_31335","103784","Dnaaf10"
"G10090_12781","103806","Maml1"
"G10090_675","103836","Zfp692"
"G10090_17642","103841","Cuedc1"
"G10090_4194","103844","Inca1"
"G10090_4401","103850","Nt5m"
"G10090_24550","103889","Hoxb2"
"G10090_16121","103963","Rpn1"
"G10090_10526","103967","Dnm3"
"G10090_17781","103968","Plin1"
"G10090_1985","103978","Gpc5"
"G10090_11389","103988","Gck"
"G10090_7429","104001","Rtn1"
"G10090_17022","104009","Qsox1"
"G10090_5468","104010","Cdh22"
"G10090_1292","104015","Synj1"
"G10090_9230","104027","Synpo"
"G10090_26327","104069","Sncb"
"G10090_7420","104079","Nxph3"
"G10090_29544","104080","Nxph4"
"G10090_28002","104082","Wdr7"
"G10090_2041","104086","Cyp27a1"
"G10090_17768","104099","Itga9"
"G10090_18268","104110","Adcy4"
"G10090_13338","104111","Adcy3"
"G10090_11159","104112","Acly"
"G10090_14214","104130","Ndufb11"
"G10090_283","104156","Etv5"
"G10090_14376","104158","Ces1d"
"G10090_25701","104174","Gldc"
"G10090_2943","104175","Sbk1"
"G10090_27196","104183","Chil4"
"G10090_27335","104184","Blmh"
"G10090_13832","104215","Rhoq"
"G10090_4417","104245","Slc6a5"
"G10090_5765","104248","Cabin1"
"G10090_22244","104252","Cdc42ep2"
"G10090_1124","104263","Kdm3a"
"G10090_14715","104271","Tex15"
"G10090_8380","104303","Arl1"
"G10090_7753","104318","Csnk1d"
"G10090_20278","104346","Gas8"
"G10090_21911","104348","Zfp120"
"G10090_6108","104349","Zfp119a"
"G10090_22053","104360","Isl2"
"G10090_4332","104362","Meig1"
"G10090_10944","104383","Rcor2"
"G10090_4821","104384","Rhox9"
"G10090_27236","104394","E2f4"
"G10090_19744","104401","Pcnx3"
"G10090_3662","104416","Bap1"
"G10090_849","104418","Dgkz"
"G10090_10351","104443","Npffr2"
"G10090_8581","104444","Rexo2"
"G10090_11679","104445","Cdc42ep1"
"G10090_14630","104457","Bacc1"
"G10090_13937","104458","Rars1"
"G10090_30367","104479","Ccdc117"
"G10090_22522","104570","Ppp4r3b"
"G10090_31428","104582","Rprml"
"G10090_17414","104601","Mycbpap"
"G10090_16270","104625","Cnot6"
"G10090_9139","104662","Tsr1"
"G10090_4810","104681","Slc16a6"
"G10090_2015","104709","Pik3r6"
"G10090_11747","104718","Ttc7b"
"G10090_26084","104721","Ddx1"
"G10090_8317","104725","Sptssa"
"G10090_15652","104732","Tedc1"
"G10090_12566","104759","Pld4"
"G10090_17780","104771","Jkamp"
"G10090_12330","104776","Aldh6a1"
"G10090_11341","104799","Vipas39"
"G10090_1395","104806","Fancm"
"G10090_7375","104816","Aspg"
"G10090_17359","104831","Ptpn23"
"G10090_3351","104836","Cbll1"
"G10090_316","104859","Tecpr2"
"G10090_11193","104871","Spata7"
"G10090_1317","104884","Tdp1"
"G10090_11952","104885","Tmem179"
"G10090_3898","104886","Rab15"
"G10090_28085","104910","Slc25a47"
"G10090_2746","104923","Adi1"
"G10090_21412","104943","Fam110c"
"G10090_15153","105000","Dnal1"
"G10090_21759","105005","Lratd1"
"G10090_4969","105014","Rdh14"
"G10090_31303","105083","Pelo"
"G10090_19923","105148","Iars1"
"G10090_5367","105171","Arrdc3"
"G10090_9782","105180375","Tmem265"
"G10090_17629","105193","Nhlrc1"
"G10090_10895","105203","Tasor2"
"G10090_5319","105239","Rnf44"
"G10090_17913","105242399","Gm21083"
"G10090_29866","105242416",""
"G10090_17883","105242418","Gm38690"
"G10090_22172","105242430","Gm38699"
"G10090_12905","105242433","Gm38702"
"G10090_13792","105242435","Gm38704"
"G10090_17386","105242449","Gm3618"
"G10090_24894","105242453",""
"G10090_3249","105242467",""
"G10090_2205","105242472",""
"G10090_29225","105242668","Gm38821"
"G10090_25438","105242736","Gm6749"
"G10090_5473","105242851","Gm38947"
"G10090_30007","105242869","Gm38958"
"G10090_20629","105242927","Gm38999"
"G10090_25016","105242930","Gm39002"
"G10090_11777","105243","Slc9a3"
"G10090_31867","105243089","Krtap5-23"
"G10090_29542","105243090","Krtap5-21"
"G10090_8267","105243585","Gm39469"
"G10090_14089","105243765","Gm39557"
"G10090_11246","105243794","Spem3"
"G10090_11590","105243944","Fam237a"
"G10090_21708","105244006","Gm39701"
"G10090_17942","105244034","Gm33887"
"G10090_2038","105244063",""
"G10090_25497","105244086","Gm37416"
"G10090_25399","105244150",""
"G10090_9911","105244158","1700024J04Rik"
"G10090_27404","105244164","Gm12209"
"G10090_24771","105244208","Rps6-ps4"
"G10090_4892","105244343","Gm39972"
"G10090_31243","105244345","Gm14277"
"G10090_1983","105244392","Gm40011"
"G10090_15547","105244402","Gm14444"
"G10090_26712","105244413","4930445K14Rik"
"G10090_24846","105244449","Gm40055"
"G10090_30592","105244717","Gm40275"
"G10090_11416","105244804","Gm40349"
"G10090_30494","105244808","Gm40353"
"G10090_29080","105244826","Gm40363"
"G10090_29113","105244828","Gm40364"
"G10090_11447","105244829","Gm40365"
"G10090_12934","105244831","Gm40367"
"G10090_13043","105244832","Gm40368"
"G10090_27317","105244833","Gm40369"
"G10090_2337","105244844","Gm40378"
"G10090_32821","105244887","Gm40415"
"G10090_23600","105244925","Gm40447"
"G10090_17816","105244931","Gm40453"
"G10090_23651","105244938","Krtap5-24"
"G10090_32857","105244980","Gm40498"
"G10090_10007","105244999","Gm40514"
"G10090_13718","105245","Txndc5"
"G10090_8633","105245011","Gm40525"
"G10090_8057","105245043","Gm2396"
"G10090_8998","105245047",""
"G10090_31017","105245097","Gm40595"
"G10090_15556","105245106","Gm40600"
"G10090_30586","105245236","Gm19802"
"G10090_21342","105245278","Gm40755"
"G10090_16684","105245298","Gm40773"
"G10090_20283","105245342","Gm40814"
"G10090_7699","105245353","Gm40824"
"G10090_14671","105245369","Gm3625"
"G10090_21733","105245381","Gm40847"
"G10090_17328","105245383","Zfp996"
"G10090_934","105245389","Gm40853"
"G10090_19765","105245400","Gm40862"
"G10090_15979","105245402",""
"G10090_16481","105245406","Gm5954"
"G10090_14704","105245424","Gm40881"
"G10090_27231","105245436","Gm40892"
"G10090_21209","105245449","Gm40902"
"G10090_17999","105245453","Gm2399"
"G10090_33252","105245545","Gm10323"
"G10090_24021","105245547","Gm40991"
"G10090_21725","105245580","A930018O16Rik"
"G10090_32783","105245604","Gm41035"
"G10090_17238","105245654","Gm41080"
"G10090_25537","105245668","Gm26650"
"G10090_14818","105245682","Gm41099"
"G10090_18874","105245684","Gm3012"
"G10090_28895","105245737","Gm8138"
"G10090_11570","105245842","Gm41231"
"G10090_20375","105245868","Gm48909"
"G10090_11304","105245911","Gm41291"
"G10090_15451","105245981","Gm41349"
"G10090_2780","105246","Brd9"
"G10090_26604","105246138","Gm41476"
"G10090_23295","105246181","Gm41515"
"G10090_11571","105246320","Gm26637"
"G10090_33769","105246496","4930578L24Rik"
"G10090_17291","105246512","Gm41793"
"G10090_8841","105246572","Gm41844"
"G10090_4816","105246618","Gm41885"
"G10090_24854","105246807","Gm42031"
"G10090_15665","105246811",""
"G10090_24344","105246828","Gm42052"
"G10090_9571","105246839","Gm42061"
"G10090_25054","105246868","Gm12206"
"G10090_33782","105246872","Gm42078"
"G10090_28957","105246904","Gm42102"
"G10090_21203","105246961","AB010352"
"G10090_24258","105246978","Gm42166"
"G10090_26026","105247050","Gm42226"
"G10090_20762","105247075",""
"G10090_30594","105247109","Gm42267"
"G10090_7109","105247125",""
"G10090_3368","105247180","Gm42323"
"G10090_714","105247220","Gm42355"
"G10090_29660","105247234","Gm42368"
"G10090_226","105247240","Pnma8c"
"G10090_27527","105247253","Pin4-ps"
"G10090_14574","105247297",""
"G10090_10835","105278","Cdk20"
"G10090_22579","105298","Epdr1"
"G10090_3141","105348","Golm1"
"G10090_4177","105349","Akr1c18"
"G10090_18963","105351","AW209491"
"G10090_21668","105352","Dusp22"
"G10090_10801","105355","Slc17a3"
"G10090_31767","105372","Utp15"
"G10090_7558","105377","Slf1"
"G10090_13703","105387","Akr1c14"
"G10090_28027","105418","E330034G19Rik"
"G10090_5885","105428","Fam149b"
"G10090_15711","105439","Slain1"
"G10090_10410","105440","Kctd9"
"G10090_1570","105445","Dock9"
"G10090_1224","105446","Gmpr2"
"G10090_15642","105450","Mmrn2"
"G10090_4729","105501","Abhd4"
"G10090_10622","105504","Exoc5"
"G10090_28166","105511","Fam170b"
"G10090_26359","105513","Chmp7"
"G10090_30570","105518","A630023A22Rik"
"G10090_19861","105522","Ankrd28"
"G10090_5560","105559","Mbnl2"
"G10090_28025","105590","Zfp957"
"G10090_11604","105594","Cphx1"
"G10090_13040","105638","Dph3"
"G10090_15481","105651","Ppp1r3e"
"G10090_2618","105653","Phyhip"
"G10090_33800","105663","Thtpa"
"G10090_1629","105670","Rcbtb2"
"G10090_10327","105675","Ppif"
"G10090_1870","105689","Mycbp2"
"G10090_26874","105704528","Gm13090"
"G10090_13387","105722","Ano6"
"G10090_21864","105727","Slc38a1"
"G10090_1584","105732","Fam83h"
"G10090_17658","105734","Tigd5"
"G10090_33159","105734727","Gm27021"
"G10090_27535","105734733","Gm13030"
"G10090_27564","105734734","Gm11715"
"G10090_173","105782","Scrib"
"G10090_33113","105785","Kdelr3"
"G10090_3214","105787","Prkaa1"
"G10090_8484","105827","Amigo2"
"G10090_26513","105833","Ccdc65"
"G10090_11800","105835","Sgsm3"
"G10090_3145","105837","Mtbp"
"G10090_13092","105841","Dennd3"
"G10090_15496","105844","Card10"
"G10090_20803","105847","Lmf2"
"G10090_1841","105853","Mal2"
"G10090_29468","105855","Nckap1l"
"G10090_4071","105859","Csdc2"
"G10090_11962","105866","Krt72"
"G10090_23985","105886298","Cmc4"
"G10090_28548","105886299","Apoc2l"
"G10090_9745","105887","Ugt3a2"
"G10090_18230","105940408","S2bpcox16"
"G10090_28074","105943584","Gm45927"
"G10090_10152","105980076","Mef2bl"
"G10090_7033","105988","Espl1"
"G10090_2551","106014","Tafa5"
"G10090_33262","106021","Topors"
"G10090_23261","106025","Sharpin"
"G10090_22184","106029237","Tcstv2b"
"G10090_5038","106039","Gga1"
"G10090_17278","106042","Prickle1"
"G10090_29977","106052","Fbxo4"
"G10090_28798","106064","Rimoc1"
"G10090_10932","106068","Slc45a4"
"G10090_27671","106073","Mfsd5"
"G10090_26520","106143","Cggbp1"
"G10090_9460","106200","Txndc11"
"G10090_1587","106205","Zc3h7a"
"G10090_12989","106248","Qtrt2"
"G10090_7090","106298","Rrn3"
"G10090_23041","106326","Osbpl11"
"G10090_19816","106338","Nsun3"
"G10090_27959","106344","Rfc4"
"G10090_6505","106347","Ildr1"
"G10090_18110","106369","Ypel1"
"G10090_18299","106389","Eaf2"
"G10090_6562","106393","Srl"
"G10090_2353","106407","Slc51a"
"G10090_53","106489","Sft2d1"
"G10090_7695","106504","Stk38"
"G10090_9815","106512","Gpsm3"
"G10090_8358","106522","Pkdcc"
"G10090_4413","106529","Tecr"
"G10090_4773","106557","Ldhal6b"
"G10090_6242","106564","Ppcs"
"G10090_18279","106565","Dlk2"
"G10090_30720","106572","Rab31"
"G10090_5988","106581","Fam234a"
"G10090_21819","106582","Nrm"
"G10090_23520","106583","Scaf8"
"G10090_9057","106585","Ankrd12"
"G10090_21976","106618","Wdr90"
"G10090_7734","106628","Trip10"
"G10090_7405","106633","Ift140"
"G10090_29407","106639","Vmac"
"G10090_17674","106648","Cyp4f15"
"G10090_24062","106672","Smim29"
